event_uid,venue_uid,"start_date","end_date"
2607397,4202457,"2011-12-01","2012-01-15"
2607703,6495752,"2015-09-12","2015-10-14"
2610775,2857335,"2011-01-08","2011-01-30"
2611301,13236364,"2018-01-13","2018-02-17"
2613859,6567283,"2010-09-18","2010-10-30"
2614459,9576675,"2013-03-23","2013-04-01"
2616468,9041257,"2014-05-16","2014-05-30"
2617946,4334497,"2015-01-17","2015-06-01"
2618873,10137684,"2015-02-06","2015-05-10"
2621609,16198179,"2011-08-06","2011-08-06"
2621853,4747014,"2014-12-03","2014-12-03"
2623569,3781505,"2019-01-14","2019-02-15"
2625961,13952082,"2012-03-02","2012-04-07"
2625969,2838960,"2016-11-28","2017-01-07"
2629936,7729187,"2018-03-17","2018-04-21"
2635330,3143806,"2008-09-27","2008-12-14"
2636127,6567283,"2010-01-23","2010-02-27"
2636767,13275212,"2015-03-19","2015-03-19"
2638205,4578810,"2018-12-08","2019-02-24"
2639776,5340658,"2018-04-06","2018-05-12"
2641115,10000716,"2011-12-03","2012-01-05"
2641690,14185711,"2013-08-16","2013-08-16"
2643008,4731788,"2010-03-11","2010-04-16"
2643281,8692473,"2017-03-25","2017-04-29"
2643875,6618085,"2014-01-25","2014-03-23"
2644436,11856697,"2008-08-22","2008-09-27"
2650728,5340658,"2018-10-11","2018-11-10"
2654194,59280,"2012-04-14","2012-09-16"
2656909,113940,"2010-10-09","2010-11-20"
2657193,9041257,"2011-09-16","2011-09-30"
2660353,11533392,"2016-05-05","2016-06-03"
2661880,16399049,"2007-03-31","2007-06-02"
2661957,9743125,"2015-03-06","2015-04-09"
2668078,220855,"2018-09-13","2018-10-13"
2668384,10137684,"2018-08-11","2018-08-11"
2671718,75028,"2009-03-06","2009-03-31"
2674329,6618085,"2011-09-22","2011-09-22"
2675729,2204740,"2016-02-19","2016-03-19"
2676397,7535394,"2017-02-25","2017-04-01"
2677502,3816741,"2015-02-26","2015-03-28"
2677674,5791400,"2014-12-02","2015-01-30"
2678287,2838960,"2016-07-08","2016-08-06"
2678879,6618085,"2018-06-02","2018-06-02"
2679375,7898351,"2018-11-15","2018-11-25"
2679582,4036593,"2016-01-09","2016-02-13"
2679896,5449928,"2011-09-30","2011-10-30"
2681714,2314006,"2011-08-13","2011-08-13"
2682829,14330106,"2015-06-10","2015-08-08"
2684408,3708126,"2014-09-16","2014-10-01"
2685986,4036593,"2013-09-05","2013-11-02"
2689341,1747891,"2009-05-30","2009-06-20"
2691498,11533392,"2016-08-12","2016-09-12"
2694148,6022610,"2015-10-02","2015-10-02"
2697974,15997428,"2015-09-10","2015-12-05"
2703182,12773559,"2011-11-12","2011-12-03"
2705398,11961292,"2009-12-12","2009-12-12"
2705596,5764669,"2010-12-24","2010-12-24"
2707060,7049963,"2012-11-10","2012-12-22"
2708045,6617588,"2009-10-17","2009-11-02"
2709405,11058957,"2009-11-12","2010-03-13"
2709811,9743125,"2015-12-05","2015-12-24"
2710498,5764669,"2011-12-03","2011-12-22"
2712539,75028,"2009-12-10","2010-02-19"
2712684,14864515,"2012-12-13","2013-01-20"
2712738,1153402,"2014-04-25","2014-04-25"
2713032,9576675,"2015-11-07","2015-11-30"
2713183,4029071,"2018-12-15","2018-12-15"
2714350,12330565,"2018-05-20","2018-05-20"
2716646,1212828,"2015-02-28","2015-05-09"
2721038,15823095,"2014-02-22","2014-02-23"
2721395,4599642,"2013-11-11","2013-11-11"
2722818,2857335,"2012-07-07","2012-07-29"
2723656,1334084,"2011-09-24","2011-09-24"
2724002,10547616,"2009-06-06","2009-07-03"
2727677,3816741,"2012-07-10","2012-08-18"
2730745,7535394,"2009-05-02","2009-05-30"
2732872,6569912,"2007-04-14","2007-04-28"
2734798,557630,"2012-03-31","2012-03-31"
2734814,6838236,"2012-03-24","2012-03-25"
2735546,14221280,"2014-11-14","2015-01-03"
2737164,7535394,"2013-12-07","2014-01-11"
2737460,2101824,"2018-05-05","2018-08-24"
2738009,817872,"2013-04-27","2013-04-27"
2739365,8298559,"2015-05-15","2015-08-16"
2741722,113940,"2010-08-28","2010-10-02"
2743858,9041257,"2012-08-17","2012-08-31"
2744025,10000716,"2018-05-05","2018-05-30"
2744123,1212828,"2014-06-07","2014-07-26"
2747117,2188428,"2008-10-03","2008-11-03"
2750149,2101824,"2018-11-03","2018-11-27"
2755100,2797286,"2007-10-19","2007-11-17"
2755888,2838960,"2013-03-22","2013-04-20"
2757230,4451265,"2015-01-11","2015-01-11"
2761558,11856697,"2017-10-27","2017-11-02"
2762254,512846,"2007-09-08","2007-10-13"
2763052,4788569,"2017-04-01","2017-04-30"
2765838,15370206,"2016-11-11","2017-01-31"
2767285,2797286,"2009-01-09","2009-02-14"
2768396,13360907,"2019-01-24","2019-02-21"
2769032,15609665,"2017-09-16","2017-09-16"
2780227,5527059,"2018-04-20","2018-08-26"
2782097,16545239,"2009-01-06","2009-01-31"
2784854,8573380,"2011-04-30","2011-05-28"
2787222,10434253,"2012-03-24","2012-03-24"
2787349,14221280,"2011-07-15","2011-08-26"
2791869,1153402,"2012-02-19","2012-02-19"
2792335,4451265,"2019-08-02","2019-09-15"
2796367,6450183,"2015-03-03","2015-03-30"
2796755,1212828,"2015-11-28","2016-02-06"
2797201,5983291,"2017-04-01","2017-04-01"
2797803,5231713,"2009-04-17","2009-05-16"
2798004,14221280,"2012-09-07","2012-11-02"
2799571,3887462,"2010-09-10","2010-10-06"
2799853,12330565,"2011-05-15","2011-09-11"
2803526,13952082,"2007-03-24","2007-04-21"
2803868,6470334,"2016-09-17","2016-10-08"
2807665,6618085,"2012-01-21","2012-04-15"
2809148,15023014,"2007-03-31","2007-04-30"
2811074,476776,"2016-02-27","2016-04-02"
2813605,1246353,"2019-01-25","2019-02-02"
2819026,10136979,"2014-12-11","2014-12-11"
2820506,14153503,"2014-10-16","2014-10-16"
2820688,6618085,"2016-12-09","2017-03-19"
2821179,75028,"2008-09-05","2008-09-30"
2822848,5231713,"2008-06-07","2008-07-05"
2822906,9041257,"2011-10-14","2011-10-23"
2823654,1077923,"2017-08-26","2017-08-26"
2826636,13360907,"2012-08-28","2012-09-20"
2829850,695791,"2015-11-02","2015-12-02"
2832482,59280,"2017-08-10","2017-08-13"
2832751,10213335,"2018-03-03","2018-05-15"
2833337,11856697,"2018-04-19","2018-05-12"
2833821,3214624,"2014-03-16","2014-07-30"
2834365,14221280,"2016-12-02","2017-01-15"
2835148,7535394,"2017-04-08","2017-05-13"
2836313,14088458,"2016-01-09","2016-02-03"
2839535,4599642,"2016-04-26","2016-04-26"
2841254,8692473,"2018-06-23","2018-07-28"
2842884,3255090,"2013-05-02","2013-05-28"
2845213,4011713,"2011-09-01","2011-11-27"
2849189,6470334,"2016-04-20","2016-05-19"
2849619,75028,"2010-04-24","2010-04-30"
2850110,6569912,"2015-01-17","2015-03-21"
2850656,4036593,"2018-06-02","2018-07-08"
2851460,5909450,"2015-07-14","2015-07-14"
2853057,4509071,"2014-07-28","2014-07-28"
2854397,3816741,"2016-03-24","2016-04-23"
2856262,3143806,"2009-05-02","2009-05-30"
2856790,7111510,"2019-02-09","2019-04-20"
2857304,220855,"2007-03-29","2007-04-29"
2858557,14207979,"2018-02-16","2018-03-04"
2860224,1540059,"2017-07-26","2017-08-31"
2861957,3155723,"2012-09-08","2012-10-08"
2866564,4981263,"2018-10-13","2018-10-14"
2868813,1647308,"2014-07-16","2014-07-16"
2872232,14858902,"2012-09-08","2012-12-24"
2872913,14330106,"2011-11-11","2011-12-17"
2873385,6569912,"2018-04-06","2018-04-21"
2875087,9576675,"2015-04-04","2015-04-29"
2875794,1212828,"2012-07-14","2012-08-19"
2878780,15580631,"2009-08-08","2009-08-09"
2881312,12330565,"2008-08-03","2008-10-26"
2882940,220855,"2007-10-25","2007-11-25"
2885285,5231713,"2018-02-23","2018-03-30"
2886066,5527059,"2010-03-26","2010-04-24"
2886572,14330106,"2014-05-09","2014-07-12"
2887490,4169497,"2007-03-08","2007-04-20"
2897340,8582368,"2018-11-27","2018-11-27"
2898088,5527059,"2018-11-15","2019-01-05"
2900106,712212,"2019-09-06","2019-10-19"
2900453,9733210,"2008-07-28","2008-10-03"
2900550,8685805,"2014-03-29","2014-04-05"
2904899,8346100,"2011-06-18","2011-06-18"
2905656,12757578,"2011-04-15","2011-05-28"
2907008,10362227,"2015-12-31","2016-01-01"
2907085,6125238,"2013-12-07","2014-01-18"
2914575,3887462,"2012-08-18","2012-08-18"
2915429,3430069,"2016-02-27","2016-04-08"
2917158,4507326,"2015-12-27","2015-12-27"
2918827,16399049,"2012-03-16","2012-04-29"
2921003,8142945,"2015-04-18","2015-04-18"
2923487,10716065,"2012-04-21","2012-04-21"
2924061,3352428,"2015-09-12","2015-10-30"
2925529,5811036,"2007-12-08","2007-12-27"
2927461,15797266,"2012-09-08","2012-10-13"
2929937,8372249,"2012-01-14","2012-01-14"
2931736,12351178,"2016-06-09","2016-06-09"
2933676,11786582,"2018-08-25","2018-09-29"
2934036,476776,"2017-04-08","2017-05-13"
2934400,8692473,"2016-01-09","2016-02-06"
2937757,1729644,"2016-08-19","2016-09-02"
2940895,15823095,"2012-08-19","2012-08-19"
2943852,6450183,"2013-03-04","2013-03-23"
2948541,113940,"2010-05-29","2010-07-03"
2949326,113940,"2009-11-28","2010-01-16"
2949794,3155723,"2009-06-06","2009-07-04"
2950279,6474523,"2014-09-05","2014-10-18"
2950436,14369173,"2015-01-30","2015-05-17"
2956534,10137684,"2011-01-21","2011-05-28"
2956704,4024092,"2011-06-11","2011-06-11"
2959127,4578810,"2012-06-02","2012-08-12"
2959876,15747820,"2013-02-09","2013-02-10"
2962098,10137684,"2007-03-18","2007-03-18"
2962107,1153402,"2017-10-26","2017-10-26"
2964610,3352428,"2017-09-23","2017-10-28"
2964925,9927925,"2010-01-14","2010-02-26"
2964982,11856697,"2012-08-24","2013-01-12"
2968399,14221280,"2012-11-19","2012-11-25"
2970657,1396764,"2009-08-01","2009-09-05"
2972674,5292769,"2011-07-08","2011-07-08"
2973465,8685805,"2015-02-14","2015-03-08"
2977692,14221280,"2019-07-11","2019-07-11"
2980973,712212,"2014-11-14","2015-01-03"
2981364,11058957,"2008-04-17","2008-06-21"
2981496,6302098,"2010-02-22","2010-03-22"
2983099,12757578,"2015-01-10","2015-02-11"
2984792,12375000,"2019-02-05","2019-05-05"
2985998,7729187,"2009-03-28","2009-04-30"
2989697,10815468,"2011-12-15","2012-01-21"
2990385,1647308,"2018-09-21","2018-11-03"
2990672,14369173,"2010-08-05","2010-08-08"
2991243,9576675,"2012-10-06","2012-10-28"
2991526,2857335,"2010-08-07","2010-08-29"
2995763,59280,"2016-12-03","2016-12-04"
3000586,10137684,"2013-11-15","2014-01-26"
3001342,12026929,"2018-01-23","2018-01-23"
3002170,476776,"2019-05-18","2019-06-22"
3003440,7729187,"2015-05-30","2015-07-04"
3004995,4578810,"2018-03-03","2018-05-20"
3005542,218224,"2013-03-18","2013-03-22"
3008800,13275212,"2015-06-03","2015-06-03"
3010434,3155723,"2010-05-01","2010-05-29"
3012512,4036593,"2011-10-08","2011-11-20"
3013483,3816741,"2009-01-29","2009-03-07"
3013862,1647308,"2015-04-01","2015-04-01"
3016337,1647308,"2013-01-19","2013-03-16"
3019071,4451265,"2019-02-23","2019-03-24"
3021313,6022610,"2013-03-08","2013-04-21"
3028197,13357951,"2010-10-15","2010-11-04"
3029514,4024092,"2013-02-22","2013-03-13"
3032494,10137684,"2012-06-16","2012-08-11"
3032639,1540059,"2013-06-05","2013-07-05"
3037801,12330565,"2015-10-23","2015-10-25"
3038559,13952082,"2007-10-19","2007-11-24"
3042580,10137684,"2017-09-22","2018-01-07"
3044759,13329975,"2015-12-11","2015-12-11"
3045226,13952082,"2019-07-12","2019-09-07"
3045242,12330565,"2016-04-28","2016-05-01"
3046882,476776,"2018-04-07","2018-05-12"
3047403,5340658,"2018-09-07","2018-10-06"
3049287,14369173,"2008-11-06","2008-12-14"
3050859,11860572,"2018-09-07","2018-10-13"
3051090,3816741,"2012-11-08","2012-12-22"
3051594,12102841,"2009-09-17","2009-10-08"
3051665,6450183,"2014-03-03","2014-03-28"
3052765,59280,"2014-10-25","2015-02-15"
3053937,4024092,"2013-01-25","2013-02-20"
3054639,14221280,"2018-08-03","2018-08-25"
3055180,11541711,"2013-03-01","2013-03-01"
3056649,6022610,"2010-08-27","2010-08-27"
3058313,14258737,"2013-02-24","2013-02-24"
3060048,15997428,"2016-11-03","2016-12-15"
3060157,8692473,"2013-05-31","2013-06-15"
3060223,11288393,"2015-01-30","2015-09-20"
3062173,14746351,"2015-11-21","2016-01-02"
3062490,6474523,"2017-08-04","2017-09-09"
3064134,4036593,"2009-11-28","2010-01-10"
3065435,15075089,"2012-12-06","2012-12-06"
3066029,6394891,"2008-01-28","2008-03-14"
3066745,9576675,"2019-06-01","2019-08-27"
3067459,11288393,"2011-01-14","2011-08-07"
3069189,1153402,"2012-09-15","2012-09-15"
3069760,9794617,"2015-12-22","2015-12-22"
3069954,15823095,"2013-01-23","2013-01-23"
3070328,15370206,"2015-12-04","2016-03-04"
3071633,59280,"2015-09-19","2016-02-21"
3072105,10137684,"2019-08-23","2019-10-20"
3072697,4509071,"2012-07-09","2012-08-18"
3074007,9576675,"2007-10-13","2007-11-03"
3075282,5900037,"2011-09-17","2011-09-18"
3075732,1261491,"2014-11-13","2014-11-30"
3076021,4029071,"2018-04-21","2018-04-21"
3076615,1077923,"2018-10-20","2018-10-20"
3078454,4011713,"2011-12-17","2011-12-17"
3079095,7462795,"2016-11-18","2017-01-06"
3079149,10434253,"2012-09-22","2012-09-23"
3079293,7729187,"2014-11-08","2014-12-13"
3081190,13952082,"2014-01-17","2014-02-22"
3086528,1261491,"2015-06-27","2015-06-27"
3089032,2145467,"2018-01-26","2018-01-26"
3090521,14221280,"2019-09-07","2019-11-02"
3092914,512846,"2013-11-06","2013-11-06"
3094535,4509071,"2015-10-12","2015-10-12"
3095686,615820,"2017-02-24","2017-08-13"
3098456,2594833,"2015-02-25","2015-03-25"
3098704,1153402,"2016-09-16","2017-01-08"
3099841,10137684,"2011-10-01","2012-01-08"
3100052,3255090,"2010-12-11","2011-01-04"
3100477,1077923,"2012-11-09","2012-11-11"
3100861,13952082,"2019-07-12","2019-09-07"
3103764,2882905,"2010-07-10","2010-08-28"
3106899,712212,"2018-09-07","2018-11-10"
3109004,6567283,"2014-07-12","2014-08-16"
3109572,6474523,"2016-02-26","2016-04-02"
3111107,712212,"2012-01-12","2012-02-11"
3114523,3255090,"2007-03-03","2007-04-01"
3114967,14858902,"2007-09-08","2007-10-13"
3115556,8298559,"2012-04-26","2012-04-26"
3115903,3708126,"2008-02-23","2008-03-29"
3118752,15938756,"2009-12-10","2010-01-07"
3118820,4731788,"2010-11-19","2010-12-18"
3119488,220855,"2015-01-15","2015-02-13"
3122744,220855,"2011-12-08","2012-01-07"
3126452,1647308,"2014-03-14","2014-05-03"
3126522,14153503,"2007-03-09","2007-04-20"
3127410,11778569,"2016-06-20","2016-06-20"
3131304,14330106,"2012-09-14","2012-10-13"
3137649,10136979,"2011-11-04","2011-11-04"
3137699,6480276,"2018-07-14","2018-09-02"
3139580,3255090,"2013-01-11","2013-02-02"
3140110,6618085,"2018-03-01","2018-03-01"
3142601,2857335,"2015-09-05","2015-09-30"
3144442,7832687,"2012-03-13","2012-06-01"
3147639,4377961,"2019-04-14","2019-04-14"
3149987,13952082,"2010-05-08","2010-06-19"
3151231,6450183,"2011-10-01","2011-10-29"
3151246,15512352,"2015-03-26","2015-03-26"
3152012,10547616,"2014-06-07","2014-07-03"
3152040,4036593,"2014-03-19","2014-03-19"
3154597,12757578,"2018-07-14","2018-08-25"
3157377,10711215,"2012-04-21","2012-05-19"
3160881,9611157,"2007-09-08","2007-10-17"
3161206,8843294,"2014-03-06","2014-03-28"
3161353,11058957,"2011-06-10","2011-06-10"
3162074,2857335,"2007-12-01","2007-12-21"
3162105,11000839,"2008-02-09","2008-03-10"
3164042,14088458,"2019-07-20","2019-07-28"
3164188,4599642,"2017-11-18","2017-11-18"
3167717,8298559,"2017-11-04","2018-01-12"
3169823,2797286,"2013-01-11","2013-02-09"
3172158,8372249,"2014-07-25","2014-08-21"
3172766,9611157,"2007-04-27","2007-05-30"
3175241,9794617,"2018-11-06","2018-11-07"
3177643,4029071,"2019-05-25","2019-05-25"
3179547,8848008,"2007-12-14","2008-01-18"
3180380,75028,"2010-07-09","2010-07-27"
3183213,4036593,"2015-02-28","2015-04-07"
3184533,6450183,"2017-01-06","2017-02-04"
3186239,8848008,"2009-09-18","2009-09-18"
3189595,5628617,"2008-10-17","2008-10-31"
3191200,12757578,"2009-05-06","2009-05-07"
3192156,1212828,"2018-03-03","2018-05-12"
3197378,3708126,"2015-03-07","2015-04-25"
3198866,15100653,"2012-03-11","2012-04-30"
3200563,10547616,"2013-06-01","2013-07-06"
3202721,6022610,"2014-03-14","2014-05-04"
3205100,4333748,"2019-08-17","2019-08-17"
3207452,14330106,"2019-03-16","2019-04-27"
3208968,11970300,"2015-11-07","2015-11-07"
3214139,3708126,"2010-09-11","2010-10-05"
3214546,977086,"2018-12-04","2018-12-04"
3218093,9576675,"2014-04-05","2014-04-27"
3220974,8843294,"2012-12-07","2012-12-07"
3221081,6569912,"2013-03-30","2013-04-13"
3221229,1459984,"2010-04-30","2010-06-05"
3224246,1396764,"2013-11-21","2013-12-08"
3224773,4036593,"2013-07-13","2013-08-18"
3224847,10434253,"2016-04-09","2016-04-10"
3225026,5527059,"2014-10-04","2014-10-25"
3225208,13952082,"2017-04-21","2017-06-03"
3225672,2797286,"2013-09-06","2013-10-19"
3227561,75028,"2011-07-15","2011-07-30"
3228316,8692473,"2009-06-26","2009-06-26"
3228817,4362617,"2013-07-13","2013-08-03"
3231250,8685805,"2013-04-06","2013-04-27"
3232040,3155723,"2009-07-11","2009-08-12"
3233432,14088458,"2016-08-06","2016-08-31"
3233651,9873468,"2007-07-21","2007-09-01"
3233711,1396764,"2008-05-17","2008-06-14"
3233881,4011713,"2015-10-31","2015-11-01"
3235048,15512352,"2016-10-29","2016-11-18"
3236045,13371986,"2012-10-13","2012-03-03"
3238676,1153402,"2018-02-09","2018-02-09"
3238851,12330565,"2018-08-24","2018-09-23"
3241699,769711,"2011-11-03","2011-12-07"
3242043,9743125,"2015-02-06","2015-03-03"
3242984,7898351,"2014-09-25","2014-10-09"
3244673,8346100,"2012-12-21","2012-12-21"
3247180,1647308,"2016-09-17","2016-11-19"
3253883,2363632,"2008-07-05","2008-07-06"
3257656,6567283,"2008-05-10","2008-06-05"
3260068,769711,"2015-11-06","2015-12-30"
3260159,8298559,"2017-01-13","2017-02-25"
3262965,15997428,"2010-09-02","2010-10-07"
3265132,15322290,"2014-03-11","2014-04-05"
3265434,11856697,"2015-05-08","2015-06-13"
3280552,3035397,"2018-04-21","2018-07-07"
3281024,4578810,"2012-03-16","2012-05-13"
3281407,2974930,"2017-09-19","2017-09-19"
3282064,10547616,"2011-04-30","2011-05-28"
3285853,16399049,"2007-10-25","2007-12-08"
3287629,8685805,"2013-01-12","2013-02-02"
3288277,14207979,"2011-09-23","2011-10-23"
3288763,2797286,"2016-10-14","2016-11-12"
3291248,12611331,"2019-01-26","2019-01-26"
3291541,2271027,"2016-09-22","2016-10-28"
3293527,476776,"2019-05-18","2019-06-22"
3295530,3887462,"2009-03-07","2009-03-21"
3297318,3143806,"2012-06-16","2012-07-01"
3298354,6618085,"2018-10-06","2018-10-06"
3300035,3143806,"2007-06-23","2007-07-28"
3302280,14330106,"2019-05-04","2019-07-13"
3305313,220855,"2012-10-27","2012-12-01"
3306754,15797266,"2015-09-12","2015-10-17"
3308001,9873468,"2010-09-10","2010-10-23"
3312093,16193029,"2013-10-05","2013-10-26"
3317621,12482980,"2015-02-27","2015-03-20"
3317774,3708126,"2013-06-01","2013-07-13"
3318178,220855,"2014-04-24","2014-05-17"
3321000,14207979,"2016-09-16","2016-09-25"
3321359,2575785,"2014-12-06","2014-12-06"
3324348,1153402,"2018-02-03","2018-02-04"
3324796,10586287,"2011-07-23","2011-07-23"
3326928,1647308,"2016-10-29","2016-10-29"
3329550,14330106,"2009-05-23","2009-05-30"
3329978,8848008,"2011-03-26","2011-05-05"
3330190,15997428,"2008-03-07","2008-04-17"
3332486,6470334,"2017-06-03","2017-07-03"
3333037,5231713,"2014-04-25","2014-05-24"
3334294,14834432,"2019-05-18","2019-05-19"
3335182,6569912,"2015-04-24","2015-05-09"
3337192,6480276,"2017-04-22","2017-04-22"
3337903,512846,"2018-11-16","2019-01-12"
3340478,220855,"2010-03-23","2010-03-23"
3342185,1459984,"2008-03-07","2008-04-26"
3342691,1647308,"2014-12-10","2014-12-10"
3343545,12757578,"2012-01-28","2012-03-03"
3344636,1396764,"2012-02-02","2012-03-03"
3346366,13236364,"2019-01-19","2019-02-16"
3346943,3550312,"2019-08-26","2019-09-22"
3347679,6569912,"2009-02-25","2009-03-29"
3349951,5527059,"2017-11-11","2018-01-13"
3351774,12757578,"2012-05-09","2012-06-30"
3352548,14221280,"2016-08-05","2016-09-17"
3355244,1153402,"2011-08-07","2011-08-07"
3356223,9576675,"2008-11-08","2008-11-29"
3357700,5764669,"2011-06-04","2011-06-25"
3361136,2681243,"2017-05-06","2017-05-07"
3363410,10070694,"2018-04-20","2018-05-20"
3364278,10137684,"2017-06-16","2017-09-02"
3365079,284892,"2015-10-22","2015-10-31"
3365624,15901858,"2012-03-09","2012-03-09"
3366156,5527059,"2014-02-06","2014-05-31"
3366959,2797286,"2018-12-07","2018-12-08"
3368080,12330565,"2010-04-11","2010-04-11"
3369918,14088458,"2015-12-05","2015-12-30"
3371303,6394891,"2015-08-14","2015-10-22"
3373189,14221280,"2014-09-19","2014-11-01"
3374965,3368192,"2017-04-20","2017-06-01"
3375919,9794617,"2015-11-24","2015-11-25"
3376528,3952689,"2013-09-26","2013-09-26"
3383036,476776,"2018-02-24","2018-03-31"
3383228,8692473,"2019-03-30","2019-04-27"
3385475,3155723,"2010-10-23","2010-11-24"
3387554,3035397,"2019-05-04","2019-08-04"
3388123,6618085,"2011-05-14","2011-07-10"
3388354,6125238,"2015-03-05","2015-04-25"
3395102,12330565,"2010-05-23","2010-05-23"
3395760,476776,"2018-05-19","2018-06-23"
3397252,6394891,"2017-06-02","2017-08-10"
3398772,59280,"2016-10-01","2017-01-01"
3400416,13371986,"2012-04-14","2012-04-14"
3405183,12330565,"2011-05-22","2011-08-21"
3405508,4331112,"2016-01-13","2016-01-13"
3406099,11347050,"2009-05-08","2009-06-22"
3410182,14221280,"2010-09-02","2010-10-15"
3412958,5976362,"2012-09-29","2012-09-29"
3420158,8692473,"2017-09-09","2017-10-07"
3421607,9576675,"2016-08-06","2016-08-28"
3424370,10137684,"2008-02-23","2008-05-04"
3425106,4036593,"2011-08-27","2011-10-02"
3426112,10174866,"2009-03-28","2009-04-25"
3429875,2533723,"2012-11-13","2012-11-13"
3433450,6618085,"2019-03-02","2019-06-16"
3433678,3816741,"2010-04-09","2010-05-15"
3435508,7729187,"2011-10-01","2011-11-05"
3436880,12330565,"2014-06-15","2014-09-14"
3440467,14867376,"2019-02-23","2019-03-30"
3441751,10174866,"2009-05-24","2009-05-30"
3443164,12330565,"2017-05-20","2017-05-21"
3444559,10174866,"2011-10-22","2011-10-22"
3444795,1647308,"2014-06-13","2014-06-14"
3449566,5764669,"2011-04-02","2011-04-30"
3451970,10137684,"2010-08-05","2010-09-19"
3452237,2797286,"2015-07-17","2015-08-22"
3452406,9783535,"2017-01-08","2017-01-21"
3452818,8582368,"2018-09-18","2018-09-18"
3452965,3555411,"2015-06-05","2015-07-29"
3454593,12050612,"2016-04-08","2016-05-15"
3459018,5031284,"2017-12-02","2018-01-06"
3459934,14153503,"2013-12-13","2013-12-14"
3463612,8848008,"2009-05-08","2009-05-08"
3463973,2857335,"2012-12-01","2012-12-30"
3466534,9576675,"2019-09-07","2019-10-29"
3467024,14221280,"2012-07-20","2012-08-31"
3469642,8582368,"2019-02-26","2019-02-26"
3470861,6569912,"2017-04-07","2017-04-22"
3473681,2797286,"2014-01-10","2014-02-08"
3478519,3708126,"2017-11-04","2018-01-06"
3487944,4334497,"2013-07-27","2013-07-27"
3489887,15425986,"2009-12-04","2009-12-04"
3489908,8532749,"2016-03-05","2016-04-09"
3490673,12330565,"2015-06-23","2015-10-11"
3492036,1396764,"2007-08-30","2007-09-22"
3492142,1831244,"2015-04-19","2015-04-19"
3493851,7535394,"2008-07-12","2008-08-16"
3497498,1153402,"2010-05-10","2010-05-10"
3498424,9576675,"2015-10-03","2015-11-01"
3498802,4522702,"2011-08-23","2011-08-23"
3500494,4036593,"2009-10-10","2009-11-22"
3500820,10000716,"2010-04-10","2010-04-29"
3501609,16545239,"2012-02-04","2012-02-29"
3502327,5764669,"2008-02-02","2008-03-01"
3503653,14867376,"2019-09-07","2019-10-12"
3507986,4036593,"2019-04-27","2019-07-07"
3511830,11533392,"2015-06-09","2015-06-09"
3516043,14746351,"2011-11-05","2011-11-27"
3516471,13787030,"2015-09-11","2015-09-19"
3518738,4011713,"2011-06-03","2011-06-03"
3524717,14224768,"2010-02-04","2010-03-18"
3526010,14153503,"2008-12-12","2009-02-13"
3526146,3550312,"2011-10-03","2011-10-27"
3526666,8685805,"2014-06-17","2014-06-28"
3532552,2857335,"2009-06-06","2009-06-22"
3532957,1647308,"2019-02-15","2019-02-16"
3534481,7729187,"2017-01-28","2017-03-04"
3537591,13952082,"2019-01-11","2019-02-23"
3537672,3155723,"2019-03-29","2019-04-27"
3538700,4451265,"2019-03-30","2019-04-28"
3541319,3887462,"2013-07-13","2013-08-31"
3542804,612969,"2017-09-19","2017-10-19"
3544067,4731788,"2012-06-22","2012-07-05"
3547197,3708126,"2009-01-24","2009-02-28"
3548969,3708126,"2018-07-07","2018-08-25"
3549452,10547616,"2012-10-20","2012-11-21"
3550572,3550312,"2015-09-03","2015-10-29"
3552367,13354262,"2016-01-07","2016-02-07"
3552900,5449928,"2009-09-24","2009-11-21"
3553291,8471094,"2014-09-13","2014-09-14"
3554750,3062173,"2012-05-06","2012-05-06"
3556135,1153402,"2012-12-02","2013-03-17"
3556534,4036593,"2016-02-10","2016-02-10"
3557798,3143806,"2010-01-23","2010-02-27"
3562034,14199188,"2014-12-11","2015-01-14"
3562149,5527059,"2008-10-16","2008-11-01"
3562455,13952082,"2012-09-07","2012-10-27"
3564692,7535394,"2008-10-25","2008-11-29"
3566994,6480276,"2017-04-29","2017-04-29"
3567355,2533723,"2012-10-11","2012-10-11"
3569461,10711215,"2012-01-14","2012-02-11"
3571944,8692473,"2011-01-22","2011-02-26"
3573532,476776,"2015-07-31","2015-08-28"
3579295,12757578,"2014-03-14","2014-04-26"
3580435,3143806,"2009-01-10","2009-02-15"
3581564,12909288,"2017-07-08","2017-08-05"
3582167,12330565,"2018-09-22","2018-09-22"
3582421,5903412,"2010-06-26","2010-07-10"
3587852,1396764,"2010-11-04","2010-11-27"
3587893,6567283,"2010-11-06","2010-12-31"
3590473,15100653,"2009-07-11","2009-09-01"
3590559,2857335,"2015-02-07","2015-03-04"
3592728,512846,"2013-04-04","2013-05-11"
3598582,15823095,"2011-07-30","2011-07-30"
3602590,9743125,"2011-12-03","2012-02-07"
3606438,966651,"2008-09-25","2009-01-01"
3607451,8372249,"2013-09-28","2013-10-28"
3609138,6474523,"2014-02-21","2014-04-05"
3613475,7729187,"2012-09-08","2012-09-22"
3620462,12723328,"2011-09-15","2011-09-15"
3620530,6906371,"2008-03-07","2008-03-29"
3621588,7535394,"2007-09-08","2007-10-13"
3624247,4169497,"2007-09-06","2007-11-16"
3626908,9576675,"2017-09-02","2017-10-01"
3628122,12330565,"2014-11-03","2014-11-03"
