event_uid,artist_uid
1001665,529444
1001815,7010360
1002017,1664829
1002017,3834942
1002017,4014364
1002017,8221927
1002305,6945727
1004355,11230027
1005407,15151353
1005437,6620881
1006192,13930289
1010541,8739393
1013379,3497527
1014126,16225968
1014354,2420053
1017027,6347326
1019324,11593625
1019324,13091558
1019987,16708982
1021407,197911
1021407,403033
1021407,756832
1021407,1141686
1021407,1255198
1021407,2617694
1021407,3880534
1021407,5422554
1021407,7220800
1021407,10166463
1021407,11706582
1021407,14383238
1021407,14691265
1022550,1404295
1022550,2699673
1022550,15569590
1025367,211814
1025367,383290
1025367,5309938
1025367,5604161
1025367,7888101
1025367,8902533
1025367,14038510
1025367,14924476
1025367,16396956
1025367,16406330
1025367,16407873
1025367,16490069
1027463,2173752
1033499,806208
1033499,3299914
1033499,12174008
1041047,4448537
1041047,15881981
1042262,15947462
1042980,2354950
1042980,3508869
1042980,3664826
1042980,4686535
1042980,4927874
1042980,5309938
1042980,5808673
1042980,13859132
1042980,15473882
1043480,11203505
1044647,10650904
1045434,6653714
1045434,6801897
1045864,111132
1046141,829537
1046141,2441374
1046141,4316606
1046141,4381684
1046141,6045022
1046141,6253459
1046141,6683363
1046141,7568313
1046141,9945760
1046141,11364305
1046141,13928205
1046141,14924476
1046141,16425487
1046499,1854402
1046499,3608709
1046499,5327953
1046499,6497544
1046499,13375152
1046499,14175629
1046499,14183351
1046499,15261668
1046499,15990178
1051218,928190
1051218,8828844
1051218,12670475
1051218,15960657
1052617,12335775
1054042,385215
1054042,14957963
1056211,459401
1057111,3171168
1057111,11373173
1063237,5548788
1063237,6683415
1063237,11566211
1070301,9236534
1073062,12633930
1074533,12937425
1074810,890653
1074810,2159716
1074810,6113376
1074810,7956530
1074810,9651557
1074810,11350523
1074810,16708982
1075773,1129530
1075773,3143972
1075773,4308084
1075773,4420468
1075773,6463480
1076189,1389965
1076863,1700185
1078163,7566735
1078880,5617243
1081289,608590
1081289,1351342
1081289,3214699
1081289,4433599
1081289,6688884
1081289,7366724
1081289,14599969
1081964,7155379
1081964,10505215
1082575,3350651
1083513,11265501
1092719,10594149
1095468,9342387
1100455,13517513
1101027,9215164
1101683,4719483
1107471,675908
1107471,817429
1107471,1462484
1107471,1938261
1107471,5387060
1107471,6627829
1107471,6840883
1107471,6931726
1107471,9062674
1107471,9750447
1107471,12396543
1107471,15279699
1107533,11342258
1110197,479406
1110197,1268118
1110197,6231988
1110197,8396430
1110197,8651922
1110197,10101257
1110197,11703515
1110197,16180640
1110197,16226758
1111997,3707758
1111997,4664157
1111997,7062649
1111997,7528637
1111997,12355782
1111997,13673287
1112466,4653434
1112466,11047539
1115368,12438234
1117231,1159402
1120170,16102082
1124456,14747240
1127128,1300135
1130259,15123064
1132249,1116757
1132249,9788908
1132249,11203505
1132249,14575347
1132249,16058756
1132249,16562584
1132310,1166052
1133907,4199480
1133907,5604161
1133907,5967189
1134394,9227020
1134394,12800160
1135058,4418575
1135058,4695405
1135058,7033850
1135058,10609091
1135058,11308274
1136484,15563439
1137605,3830092
1137605,5371201
1137605,8258016
1137605,12438234
1137605,12510483
1139914,10435848
1141021,3398975
1141021,3756086
1141021,10547260
1141021,14406909
1142147,978806
1142147,2381320
1142147,3528254
1142147,6889525
1142147,8392966
1142147,8614839
1142147,11406129
1142147,12891617
1142147,14695848
1142147,14825675
1142147,15703754
1142147,16569246
1142297,13417588
1142310,14544766
1144954,6857433
1147818,14470087
1148100,1864704
1151438,10960361
1151913,4471393
1151913,5964534
1151913,9292370
1157840,170349
1157840,5533509
1157840,8334438
1157840,11317508
1157840,11508307
1157840,14678409
1159178,982595
1159178,2438155
1159178,3406748
1159178,5808673
1159178,7955987
1159178,9683771
1159178,10490059
1159178,10857533
1159178,11182321
1159178,11697965
1159178,12150150
1159178,12668001
1159178,13887244
1159178,14011912
1159178,14742616
1159178,14759107
1166685,5509787
1168725,15464849
1173851,14000871
1176118,14038510
1180578,13833902
1184240,281330
1185938,1584554
1193271,4581556
1194621,982595
1194621,2451759
1194621,6816460
1194621,11860473
1194621,13969582
1197003,16650939
1198624,7759995
1199201,4127659
1200443,11887669
1202275,1992296
1202275,3208099
1202275,5214543
1205206,13459772
1205615,4000027
1205996,12612783
1207222,15473882
1209178,16490561
1210715,7925186
1211514,7458681
1211707,5858567
1212143,5309938
1212143,5808673
1212143,6968893
1216097,419825
1217916,14747240
1219392,10171843
1221913,14282163
1222721,2920835
1223646,2015505
1223646,10343824
1223646,13914291
1224604,2749122
1225468,2920835
1227587,7662455
1227587,7808265
1227587,10321197
1232023,530133
1235705,2487002
1235705,3547175
1235705,4733489
1235705,5509538
1235705,7465771
1235705,8292448
1235705,10107575
1235705,10189148
1235705,12359545
1244533,12423726
1252108,1561559
1253047,7177074
1253116,11950727
1253116,15127775
1257141,13006476
1258665,1857827
1258665,5903639
1258665,6588105
1258665,7363647
1258665,9834857
1258665,11270158
1258665,16059510
1265766,7692012
1268926,564836
1270123,1795581
1270123,3903141
1270123,10425442
1270123,11540489
1270123,12166459
1270123,14502977
1270123,15369942
1275779,2807498
1277047,1357798
1277047,3257647
1277047,4879830
1277047,5880004
1277047,8350647
1277047,8860382
1277047,12705163
1277047,13099102
1277047,13806177
1278315,7458106
1280422,12672712
1280422,15247354
1283099,8522255
1283190,10992492
1284899,12646821
1286275,7989505
1286970,160927
1286970,4779883
1286970,8647980
1286970,15790799
1286970,16347801
1287447,829537
1287447,3944472
1287447,9400533
1287447,14005464
1287447,16306942
1288610,10662161
1292707,7146879
1296619,12738263
1297187,9872144
1298208,10616455
1298583,170349
1298583,1879263
1298583,1901737
1298583,4764377
1298583,4889717
1298583,5493653
1298583,8582156
1298583,10156153
1298583,10476039
1298583,10557274
1298583,11318400
1298583,11364310
1298583,15668595
1299497,8790129
1299497,10122437
1303848,565966
1307700,8843914
1308718,7377942
1312401,1265517
1312401,4468096
1312401,4490803
1312401,16172571
1312401,16575981
1315216,2395695
1315216,7716468
1316585,2205326
1316585,2560354
1318185,1242014
1318828,1368342
1318828,4909912
1318828,13950302
1320223,12396162
1320252,4894788
1320252,13634332
1320772,1159402
1322070,13833902
1324517,8522942
1324517,15015802
1329569,8396430
1329569,10722271
1334574,12634522
1337207,10418764
1337785,9043983
1337785,15245183
1340540,11281860
1341723,1174425
1342374,5073505
1342374,7870648
1343573,6639068
1346077,13784805
1346192,3701155
1350057,11672713
1351945,5125003
1353169,11425265
1353169,14376790
1356180,3142467
1356180,7453606
1358586,5719000
1359180,9524018
1360069,491903
1360069,1599575
1360069,1799211
1360069,4049909
1360069,5810041
1360069,6362978
1360069,14519476
1360069,15914425
1362624,6325718
1363751,8872204
1364484,3029441
1371817,643607
1371817,1714538
1371817,3291887
1371817,3471312
1371817,4240052
1371817,11421680
1371817,12448637
1371817,13173409
1371817,15137701
1372300,6072152
1373335,3833727
1373335,12821537
1375221,10590940
1375221,15352195
1375647,679018
1377801,11236753
1384552,5509787
1385465,4012766
1389539,6639068
1389703,2567797
1392928,5583727
1392928,7401792
1393031,7434581
1393616,472651
1394947,3241823
1396719,13583199
1397962,3857358
1397962,4866155
1397962,5582282
1397962,7236621
1397962,9910111
1397962,12012207
1397962,12637989
1397962,12855345
1397962,13839463
1397962,15207429
1397962,15240291
1397962,15668595
1407273,6645810
1407273,11022095
1407687,267888
1407687,459124
1415054,12300031
1417465,1047264
1417465,13603376
1417465,13667160
1418852,14765403
1419904,1675503
1420313,1676426
1423946,4307818
1423946,4712430
1423946,16734328
1426629,170349
1426629,12503123
1427020,11144809
1427829,5514206
1432327,9859103
1432327,12392963
1432327,12600373
1439158,7027444
1439158,12090794
1439281,801018
1439281,1905218
1439281,8158168
1439281,9177419
1439281,9370716
1439281,10395710
1439281,11748275
1439281,13477368
1439281,15651660
1439349,9258618
1439349,10373387
1439349,13842267
1442498,5885008
1444360,6924764
1446137,1769809
1448310,3310313
1448310,6719512
1449673,713026
1450234,1792073
1451214,1272307
1451301,170349
1451301,1351092
1451301,3504867
1451301,6814001
1451301,7760624
1451301,12183673
1452751,4492573
1456783,7641206
1456783,12908586
1457922,9411390
1457922,13757794
1458485,318373
1458617,1473505
1462168,14423575
1462168,16480164
1464374,13091558
1466316,993154
1466316,7693212
1466316,8613839
1466316,14687159
1468464,3262256
1471474,196278
1472608,31349
1472608,11364310
1476180,10637993
1478382,4909912
1478831,8862345
1479536,15494916
1480377,1537986
1483194,318373
1483194,985610
1483194,3291887
1483194,3664923
1483194,3920185
1483194,4040208
1483194,5434812
1483194,6639068
1483194,7595908
1483194,7978403
1483194,7994275
1483194,8285597
1483194,10905279
1483194,11095551
1483194,11222814
1483194,11318400
1483194,13332757
1483194,14283864
1483194,14693830
1483194,15107975
1483194,15123064
1483194,15592590
1483194,16241360
1487231,4401566
1487231,8248921
1489036,2438155
1489570,2291298
1490747,14740186
1495786,15459291
1498137,8875764
1499765,3651561
1499765,5533509
1501951,12721151
1501951,14510973
1510161,5451713
1510792,13875544
1511425,9483992
1512374,11144809
1512374,12388894
1512374,15901291
1512374,16683925
1513608,2948069
1513608,3273428
1513608,3322861
1513608,5893237
1513608,6645810
1513608,8717238
1513608,9432816
1513608,11022095
1513608,11097980
1513608,13119826
1513608,15945610
1513608,15957854
1513608,16032198
1513885,8498778
1516104,5903639
1516591,3718101
1521188,1454150
1521188,1976691
1521188,4764377
1521188,6997503
1521188,10315182
1521188,10476039
1521188,10557274
1521188,11318400
1521188,11364310
1521188,12370293
1521188,12612783
1521188,13099102
1521188,13132469
1521188,13209100
1521188,15844297
1524052,114529
1524052,9572855
1524052,13865598
1524160,7956530
1524160,14316429
1528949,15115764
1529466,14453930
1531353,761622
1531353,8783648
1533870,12154845
1535244,14367941
1538180,5228510
1540832,7276920
1540832,7454163
1540832,9014592
1541311,2599647
1541311,6024347
1541311,16124847
1542089,2722949
1542089,4510629
1542089,8036530
1542089,11140415
1542089,14989642
1542089,16661968
1544900,788377
1544900,4521765
1544900,5675748
1544900,7541117
1544900,11669845
1544900,15374277
1544900,15981389
1544900,16677479
1546363,10096434
1547740,2754362
1547740,15651149
1549650,13411743
1551607,11008719
1555088,4039704
1555194,2214630
1555194,6585878
1555194,6652032
1555194,7477425
1555194,16083401
1557345,2149517
1557345,4686535
1557345,7811966
1557345,8413036
1557345,11496341
1557345,12923524
1559933,9307493
1561064,10828429
1561150,2066163
1561557,3729584
1561557,6360836
1561557,11496341
1573248,7956530
1575057,7775363
1575207,13532165
1579321,11568592
1579634,493167
1579634,3641296
1579634,12760063
1579634,15587302
1579634,16538722
1582585,2872910
1584465,1370857
1584465,1443789
1584465,3658726
1584465,6287446
1584465,8293728
1584465,10476039
1584465,10557274
1584465,10639992
1584465,10703660
1584465,10708822
1584465,12879884
1584465,14517170
1584465,15015802
1584465,16538520
1588789,4936351
1588789,10840128
1589223,2668943
1590870,876624
1591740,14238101
1592449,1347530
1594465,15193264
1595308,10388462
1606749,14294832
1610986,11556352
1610986,14097142
1612070,4325242
1614189,12817757
1618700,6653714
1618700,9736225
1618700,10992492
1619339,9869549
1621834,2011019
1621834,3095865
1621834,3672488
1621834,5005591
1621834,6242895
1621834,7298533
1621834,11037916
1621834,12945209
1621834,13291183
1621834,14221260
1621834,15381789
1622723,8618191
1622723,9054315
1624162,13854348
1625468,8250116
1626065,3008234
1626065,3641296
1626065,5451713
1626065,7980166
1626065,11008719
1626065,13271356
1626065,14238101
1628238,806208
1628238,3032893
1628238,3299914
1629226,12620640
1629345,7077875
1638716,1649232
1642521,1634305
1642521,9095199
1645063,407535
1645063,5724182
1649911,12009700
1649911,16452860
1652354,3762335
1652354,13743130
1652354,14125603
1653142,890653
1653142,5479729
1659204,10367039
1661258,4898679
1665255,1538247
1665255,15473825
1669954,3508869
1671484,3669926
1672207,14167573
1672611,5324173
1674441,13093806
1675943,13526772
1677091,2099818
1677091,6760240
1677091,11823927
1677091,14148875
1678153,1481418
1686324,1837531
1686324,9255096
1686324,9349834
1686324,10065755
1686324,12766830
1686324,15504032
1686324,15729562
1686560,11335986
1686560,12587988
1689156,12487989
1690264,12610457
1690264,15022333
1692106,14261487
1693132,6835114
1694091,7058790
1696912,10317625
1696912,13085447
1696912,16590814
1700018,15092025
1702178,13176807
1703836,6785043
1706033,15563439
1706442,2334890
1711808,2670369
1713350,11245983
1713350,15135410
1715539,2365211
1717171,10048493
1722662,8063868
1723615,16011944
1726094,7438344
1728220,15615578
1729036,2596089
1729036,2747816
1729036,5471382
1732131,1379719
1732131,1533694
1732131,2734415
1732131,3935239
1732131,11817924
1732131,12657551
1732131,13029916
1733841,16610381
1735760,6485037
1735760,11396748
1738240,2846600
1739510,2143081
1740344,3082823
1740344,15606917
1742242,1002324
1744779,12577325
1746203,12387742
1746203,14273089
1746766,8015694
1749015,172194
1749015,4805113
1752299,12471785
1752329,5459158
1753996,5639076
1754842,14229641
1755549,270256
1755549,15041695
1755963,1727694
1755963,6389230
1755963,8503306
1757486,3999491
1767266,8347440
1767785,3865747
1768299,4470957
1781911,4325242
1781911,11957248
1781911,12657551
1781911,16762105
1783710,7592347
1784082,1009994
1785548,2405636
1785548,6642733
1788528,2662917
1788528,3063422
1788528,3081691
1788528,3925430
1788528,3945428
1788528,4618384
1788528,5253769
1788528,7020806
1788528,9770114
1788528,10678586
1788528,13924127
1792774,14364103
1797034,5569931
1801708,9468185
1801901,10715914
1801914,2896395
1802429,5199767
1805147,12357610
1805922,9766595
1806270,4199480
1811044,7071493
1811044,11521766
1811171,121610
1817630,698052
1817991,6763529
1818457,5662932
1823364,3400376
1833609,1692181
1833609,10469461
1833609,12884422
1833640,15236605
1833808,2108567
1833808,11409215
1833808,13046680
1836290,3291887
1836290,8761118
1836290,9036230
1838791,111009
1838791,11739760
1838791,13921201
1838791,16102082
1842253,10571399
1844447,2420053
1844447,8119323
1844447,8685079
1844447,11938086
1844447,12635639
1844447,15528901
1844447,16454374
1847825,4902939
1848673,12920905
1849405,3393601
1849930,9081048
1849930,13416230
1849930,13547465
1852680,2872910
1853353,10929271
1853353,15361200
1854216,14742616
1862033,1678787
